CoM ID,Common Name,Scientific Name,Genus,Family,Diameter Breast Height,Year Planted,Date Planted,Age Description,Useful Life Expectency,Useful Life Expectency Value,Precinct,Located in,UploadDate,CoordinateLocation,Latitude,Longitude,Easting,Northing
1025345,London Plane,Platanus x acerifolia,Platanus,Platanaceae,40.0,1997.0,20/11/1997,Semi-Mature,1-5 years (<50% canopy),5.0,,Street,24/08/2019,"(-37.80953055584743, 144.96939785861525)",-37.80953055584743,144.96939785861525,321249.05,5813375.34
1675631,Swamp Sheoak,Casuarina obesa,Casuarina,Casuarinaceae,,2017.0,31/10/2017,,,,,Park,24/08/2019,"(-37.80177964587327, 144.9153388116343)",-37.801779645873275,144.9153388116343,316470.6,5814130.61
1031075,Desert Ash,Fraxinus angustifolia,Fraxinus,Oleaceae,20.0,1997.0,12/12/1997,Semi-Mature,21-30 years,30.0,,Street,24/08/2019,"(-37.820901174924664, 144.92213301148658)",-37.82090117492466,144.92213301148658,317116.01,5812022.08
1052024,Gossamer Wattle,Acacia floribunda,Acacia,Fabaceae,,1900.0,01/01/2000,,,,,Park,24/08/2019,"(-37.786198399491695, 144.94226823478152)",-37.786198399491695,144.94226823478152,318803.6,5815912.16
1754864,Drooping sheoak,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,,2019.0,12/04/2019,,,,,Park,24/08/2019,"(-37.782632201633426, 144.94701571971635)",-37.78263220163343,144.94701571971638,319213.0,5816317.08
1441074,Yellow Box,Eucalyptus melliodora,Eucalyptus,Myrtaceae,,2009.0,15/12/2009,,,,,Park,24/08/2019,"(-37.78800559178314, 144.95311135658116)",-37.78800559178314,144.95311135658116,319762.9,5815732.59
1048810,Manna Gum,Eucalyptus viminalis,Eucalyptus,Myrtaceae,,1998.0,15/12/1998,,,,,Park,24/08/2019,"(-37.78956422977478, 144.94652418965555)",-37.78956422977478,144.94652418965558,319186.61,5815546.91
1763586,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,2019.0,04/06/2019,,,,,Park,24/08/2019,"(-37.794885392029016, 144.91480298505698)",-37.794885392029016,144.91480298505698,316406.35,5814894.59
1439932,Chinaberry Tree,Melia azedarach,Melia,Meliaceae,6.0,2009.0,10/08/2009,New,31-60 years,60.0,,Street,24/08/2019,"(-37.80377698004552, 144.96203155589157)",-37.80377698004553,144.96203155589157,320586.61,5813999.67
1664319,Coastal Banksia,Banksia integrifolia,Banksia,Proteaceae,,2017.0,26/06/2017,,,,,Park,24/08/2019,"(-37.8169861622173, 144.93473997904306)",-37.8169861622173,144.93473997904306,318216.13,5812481.13
1288080,Senegal Date Palm,Phoenix reclinata,Phoenix,Arecaceae,0.0,,,Semi-Mature,31-60 years,60.0,,Park,24/08/2019,"(-37.817115968205535, 144.98829401692703)",-37.817115968205535,144.98829401692703,322930.75,5812569.61
1021181,London Plane,Platanus x acerifolia,Platanus,Platanaceae,29.0,1997.0,11/04/1997,Semi-Mature,6-10 years (<50% canopy),10.0,,Street,24/08/2019,"(-37.79287156941284, 144.97304516105424)",-37.79287156941284,144.97304516105424,321530.05,5815230.89
1033426,Silky Oak,Grevillea robusta,Grevillea,Proteaceae,,1998.0,17/09/1998,,,,,Park,24/08/2019,"(-37.82513261330095, 144.97739193996736)",-37.82513261330095,144.9773919399674,321990.32,5811659.31
1579031,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,,2015.0,12/03/2015,,,,,Park,24/08/2019,"(-37.82267621892587, 144.9484237285717)",-37.822676218925864,144.94842372857167,319434.57,5811876.27
1043286,Black Wattle,Acacia mearnsii,Acacia,Fabaceae,,1900.0,02/01/2000,,,,,Park,24/08/2019,"(-37.792972510799075, 144.95060787561647)",-37.79297251079908,144.95060787561647,319554.52,5815176.6
1052782,Yellow Box,Eucalyptus melliodora,Eucalyptus,Myrtaceae,,1999.0,01/04/1999,,,,,Park,24/08/2019,"(-37.78332398943965, 144.95565488272368)",-37.78332398943965,144.9556548827237,319975.53,5816256.99
1024413,London Plane,Platanus x acerifolia,Platanus,Platanaceae,20.0,1900.0,01/01/2000,Semi-Mature,1-5 years (<50% canopy),5.0,,Street,24/08/2019,"(-37.81881258423336, 144.95929605182104)",-37.81881258423336,144.959296051821,320382.21,5812325.97
1048770,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,1998.0,15/12/1998,,,,,Park,24/08/2019,"(-37.78968131591087, 144.94686150477727)",-37.78968131591087,144.94686150477727,319216.6,5815534.57
1048151,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,1998.0,14/12/1998,,,,,Park,24/08/2019,"(-37.78995721801712, 144.94749523848193)",-37.789957218017115,144.9474952384819,319273.08,5815505.18
1520950,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,,,,,,,Park,24/08/2019,"(-37.789073646762034, 144.94641149736353)",-37.789073646762034,144.94641149736353,319175.49,5815601.13
1028002,London Plane,Platanus x acerifolia,Platanus,Platanaceae,45.0,1900.0,02/01/2000,Mature,1-5 years (<50% canopy),5.0,,Park,24/08/2019,"(-37.831139564480665, 144.97153492965165)",-37.831139564480665,144.97153492965163,321489.27,5810981.56
1015413,Cyprus Plane,Platanus orientalis,Platanus,Platanaceae,41.0,1997.0,10/01/1997,Semi-Mature,1-5 years (<50% canopy),5.0,,Street,24/08/2019,"(-37.79775706439053, 144.9465328647571)",-37.79775706439053,144.9465328647571,319207.35,5814637.8
1764107,Sweet Bursaria,Bursaria spinosa,Bursaria,Pittosporaceae,,2019.0,17/06/2019,,,,,Park,24/08/2019,"(-37.802903128593144, 144.92647565770017)",-37.80290312859314,144.92647565770017,317453.94,5814027.76
1028349,Elm,Ulmus unknown,Ulmus,Ulmaceae,17.0,1997.0,12/02/1997,Semi-Mature,11-20 years,20.0,,Street,24/08/2019,"(-37.8479330579746, 144.98455850993636)",-37.8479330579746,144.98455850993636,322675.73,5809142.87
1051405,Sugar gum,Eucalyptus cladocalyx,Eucalyptus,Myrtaceae,,1998.0,23/12/1998,,,,,Park,24/08/2019,"(-37.78468845398328, 144.95428410073004)",-37.784688453983286,144.95428410073004,319858.12,5816102.94
1764128,Pin Cushion Hakea,Hakea laurina,Hakea,Proteaceae,,2019.0,17/06/2019,,,,,Park,24/08/2019,"(-37.80293692674863, 144.92644007148996)",-37.802936926748636,144.92644007148996,317450.89,5814023.94
1553019,Red Ash,Fraxinus pennsylvanica,Fraxinus,Oleaceae,,2013.0,09/10/2013,,,,,Street,24/08/2019,"(-37.793189904550125, 144.93376027565952)",-37.79318990455013,144.93376027565952,318071.49,5815119.81
1046187,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,1998.0,12/07/1998,,,,,Park,24/08/2019,"(-37.78812999673059, 144.9532019467493)",-37.788129996730596,144.95320194674932,319771.18,5815718.96
1052454,Brittle Gum,Eucalyptus mannifera,Eucalyptus,Myrtaceae,,1998.0,31/12/1998,,,,,Park,24/08/2019,"(-37.79813418170264, 144.92626911307687)",-37.79813418170264,144.92626911307687,317424.01,5814556.55
1561638,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,2014.0,24/06/2014,,,,,Park,24/08/2019,"(-37.78101813595893, 144.9408125413845)",-37.78101813595893,144.9408125413845,318662.74,5816484.17
1766494,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,,2019.0,16/07/2019,,,,,Street,24/08/2019,"(-37.82437848517193, 144.9428276483005)",-37.82437848517193,144.9428276483005,318946.15,5811676.54
1583302,Lemon Scented Gum,Corymbia citriodora,Corymbia,Myrtaceae,,2015.0,05/06/2015,,,,,Park,24/08/2019,"(-37.82090865017467, 144.96435235795582)",-37.82090865017467,144.96435235795582,320832.37,5812103.09
1584580,Swamp Sheoak,Casuarina obesa,Casuarina,Casuarinaceae,,2015.0,18/06/2015,,,,,Park,24/08/2019,"(-37.79515149354065, 144.9524538514706)",-37.79515149354065,144.95245385147058,319722.37,5814938.37
1020054,Elm,Ulmus unknown,Ulmus,Ulmaceae,80.0,1997.0,30/10/1997,Mature,1-5 years (<50% canopy),5.0,,Street,24/08/2019,"(-37.786645396839496, 144.95891405171878)",-37.78664539683949,144.95891405171878,320270.61,5815894.7
1604267,Prickly Paperbark,Melaleuca styphelioides,Melaleuca,Myrtaceae,,2015.0,18/08/2015,,,,,Park,24/08/2019,"(-37.78524999193758, 144.95363125904467)",-37.78524999193758,144.9536312590447,319801.99,5816039.37
1040967,Elm,Ulmus unknown,Ulmus,Ulmaceae,32.0,1998.0,11/11/1998,Semi-Mature,1-5 years (<50% canopy),5.0,,Park,24/08/2019,"(-37.785101150689094, 144.96409558604037)",-37.785101150689094,144.96409558604037,320723.19,5816076.01
1048673,Willow Bottlebrush,Callistemon salignus,Callistemon,Myrtaceae,,1998.0,15/12/1998,,,,,Park,24/08/2019,"(-37.78999255296785, 144.94716483111927)",-37.78999255296785,144.9471648311193,319244.07,5815500.62
1522290,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,,,,,,,Park,24/08/2019,"(-37.78116586095765, 144.94087565924855)",-37.78116586095765,144.94087565924858,318668.66,5816467.9
1065462,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,2006.0,02/02/2006,,,,,Park,24/08/2019,"(-37.78091705264081, 144.9524500171751)",-37.78091705264082,144.9524500171751,319687.43,5816517.9
1662690,Grey Sheoak,Casuarina glauca,Casuarina,Casuarinaceae,,2017.0,06/06/2017,,,,,Park,24/08/2019,"(-37.81658409014398, 144.93357578910334)",-37.81658409014398,144.93357578910334,318112.66,5812523.48
1605884,Deodar,Cedrus deodara,Cedrus,Pinaceae,,2015.0,11/11/2015,,,,,Park,24/08/2019,"(-37.789729872395384, 144.96203182524755)",-37.78972987239538,144.96203182524755,320552.64,5815558.42
1034787,Dutch Elm,Ulmus x hollandica,Ulmus,Ulmaceae,75.0,1998.0,10/12/1998,Mature,11-20 years,20.0,,Park,24/08/2019,"(-37.81610441392758, 144.97839256555298)",-37.816104413927576,144.97839256555295,322056.71,5812663.04
1290216,Brush Box,Lophostemon confertus,Lophostemon,Myrtaceae,32.0,,,Semi-Mature,21-30 years,30.0,,Street,24/08/2019,"(-37.79080199613349, 144.93416747641808)",-37.790801996133496,144.93416747641808,318101.49,5815385.58
1508578,Drooping sheoak,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,,2012.0,15/05/2012,,,,,Street,24/08/2019,"(-37.7991208699557, 144.93581963648913)",-37.7991208699557,144.93581963648913,318267.37,5814465.68
1635134,`Rosea¿ Red Ironbark,Eucalyptus sideroxylon,Eucalyptus,Myrtaceae,,2016.0,09/06/2016,,,,,Park,24/08/2019,"(-37.8179233452261, 144.97426570131097)",-37.8179233452261,144.97426570131097,321697.8,5812453.33
1635748,Lightwood Wattle,Acacia implexa,Acacia,Fabaceae,,2016.0,27/06/2016,,,,,Park,24/08/2019,"(-37.78082606298869, 144.95312572634768)",-37.78082606298869,144.9531257263477,319746.72,5816529.3
1040988,Elm,Ulmus unknown,Ulmus,Ulmaceae,56.0,1998.0,11/11/1998,Mature,6-10 years (>50% canopy),10.0,,Park,24/08/2019,"(-37.78533451670592, 144.96625799453165)",-37.78533451670592,144.96625799453165,320914.19,5816054.26
1604873,Swamp Paperbark,Melaleuca ericifolia,Melaleuca,Myrtaceae,,2015.0,25/08/2015,,,,,Park,24/08/2019,"(-37.79498876407317, 144.9514757803349)",-37.794988764073175,144.9514757803349,319635.85,5814954.54
1509643,Small-leaved Fig,Ficus obliqua,Ficus,Moraceae,,2012.0,07/06/2012,,,,,Street,24/08/2019,"(-37.815729498429846, 144.93777463326506)",-37.81572949842985,144.93777463326506,318480.19,5812626.48
1634968,Silver Wattle,Acacia dealbata,Acacia,Fabaceae,,2016.0,07/06/2016,,,,,Park,24/08/2019,"(-37.81933836318744, 144.94655742535244)",-37.819338363187434,144.94655742535244,319262.15,5812243.05
1357531,Yellow Box,Eucalyptus melliodora,Eucalyptus,Myrtaceae,7.0,2008.0,04/12/2008,Juvenile,61+ years,80.0,,Street,24/08/2019,"(-37.77886012272415, 144.9442401439958)",-37.77886012272415,144.9442401439958,318959.35,5816730.28
1033860,Canary Island Date Palm,Phoenix canariensis,Phoenix,Arecaceae,,1998.0,23/09/1998,,,,,Park,24/08/2019,"(-37.82028358295934, 144.9708096327198)",-37.82028358295934,144.97080963271983,321399.26,5812184.82
1758174,Sweet Bursaria,Bursaria spinosa,Bursaria,Pittosporaceae,,2019.0,29/05/2019,,,,,Park,24/08/2019,"(-37.79288220285871, 144.95486859666832)",-37.79288220285871,144.95486859666832,319929.49,5815194.84
1492515,Yellow Box,Eucalyptus melliodora,Eucalyptus,Myrtaceae,,2011.0,15/08/2011,,,,,Street,24/08/2019,"(-37.77831929954001, 144.9545549666932)",-37.77831929954001,144.9545549666932,319866.51,5816810.22
1519905,Black Wattle,Acacia mearnsii,Acacia,Fabaceae,,,,,,,,Park,24/08/2019,"(-37.79437393979166, 144.95239060121185)",-37.794373939791654,144.95239060121185,319714.91,5815024.53
1663586,River Sheoak,Casuarina cunninghamiana,Casuarina,Casuarinaceae,,2017.0,29/05/2017,,,,,Park,24/08/2019,"(-37.79751788960599, 144.91683950926708)",-37.79751788960599,144.9168395092671,316592.19,5814606.47
1035565,English Elm,Ulmus procera,Ulmus,Ulmaceae,75.0,1998.0,21/10/1998,Mature,6-10 years (<50% canopy),10.0,,Park,24/08/2019,"(-37.8393779496623, 144.9846067568524)",-37.8393779496623,144.9846067568524,322659.48,5810092.29
1065069,Drooping sheoak,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,11.0,2006.0,16/01/2006,Semi-Mature,31-60 years,60.0,,Street,24/08/2019,"(-37.823072321300664, 144.9093889832781)",-37.82307232130066,144.9093889832781,315999.61,5811756.12
1013827,Purple-leafed Cherry Plum,Prunus cerasifera,Prunus,Rosaceae,15.0,1997.0,07/03/1997,Semi-Mature,21-30 years,30.0,,Street,24/08/2019,"(-37.809403004866, 144.94465082036578)",-37.809403004866,144.94465082036578,319070.06,5813341.85
1656635,Australian teak,Flindersia australis,Flindersia,Rutaceae,,2017.0,10/04/2017,,,,,Street,24/08/2019,"(-37.80122714289287, 144.95227289755863)",-37.80122714289286,144.95227289755863,319721.21,5814263.83
1441804,Gum,Eucalyptus unknown,Eucalyptus,Myrtaceae,17.0,2010.0,10/06/2010,Semi-Mature,61+ years,80.0,,Street,24/08/2019,"(-37.77581093303335, 144.94197159474842)",-37.775810933033355,144.9419715947484,318752.1,5817064.24
1031482,Weeping Myrtle,Syzygium floribundum,Syzygium,Myrtaceae,42.0,1900.0,02/01/2000,Mature,21-30 years,30.0,,Street,24/08/2019,"(-37.82719070140469, 144.95710790248103)",-37.82719070140469,144.95710790248103,320209.93,5811392.07
1070262,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,14.0,2006.0,13/11/2006,Semi-Mature,31-60 years,60.0,,Street,24/08/2019,"(-37.82446330795388, 144.93862978886946)",-37.824463307953884,144.93862978886946,318576.86,5811658.98
1766242,River Birch,Betula nigra,Betula,Betulaceae,,2019.0,11/07/2019,,,,,Park,24/08/2019,"(-37.82562487684634, 144.96129099814019)",-37.82562487684634,144.96129099814019,320574.32,5811573.87
1663205,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,2017.0,01/05/2017,,,,,Park,24/08/2019,"(-37.793385242642515, 144.95059192773044)",-37.79338524264252,144.95059192773044,319554.12,5815130.77
1040337,Moreton Bay Fig,Ficus macrophylla,Ficus,Moraceae,208.0,1998.0,16/10/1998,Mature,21-30 years,30.0,,Park,24/08/2019,"(-37.81174693631929, 144.9812388687754)",-37.81174693631929,144.9812388687754,322296.82,5813151.99
1290087,Pin Oak,Quercus palustris,Quercus,Fagaceae,6.0,,,Juvenile,61+ years,80.0,,Street,24/08/2019,"(-37.79143726500525, 144.93219224830509)",-37.79143726500525,144.93219224830509,317929.11,5815311.24
1510156,Flame Tree,Brachychiton acerifolius,Brachychiton,Malvaceae,,2012.0,29/06/2012,,,,,Park,24/08/2019,"(-37.79642283802857, 144.92067702469612)",-37.79642283802857,144.92067702469612,316927.39,5814735.51
1035275,English Elm,Ulmus procera,Ulmus,Ulmaceae,76.0,1998.0,21/10/1998,Mature,1-5 years (<50% canopy),5.0,,Park,24/08/2019,"(-37.840319163455135, 144.98301922131785)",-37.840319163455135,144.98301922131785,322522.03,5809984.83
1526683,Red Box,Eucalyptus polyanthemos,Eucalyptus,Myrtaceae,,2012.0,27/04/2012,,,,,,24/08/2019,"(-37.77954178964144, 144.94015069468074)",-37.779541789641435,144.94015069468074,318600.84,5816646.71
1025271,London Plane,Platanus x acerifolia,Platanus,Platanaceae,23.0,1997.0,20/11/1997,Semi-Mature,6-10 years (>50% canopy),10.0,,Street,24/08/2019,"(-37.81527116980815, 144.97449553546556)",-37.81527116980815,144.97449553546556,321711.65,5812748.07
1610968,Ironbark,Eucalyptus sideroxylon,Eucalyptus,Myrtaceae,,2016.0,21/03/2016,,,,,Park,24/08/2019,"(-37.79843189717278, 144.92386855288194)",-37.79843189717278,144.92386855288194,317213.37,5814518.82
1454714,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,6.0,2010.0,30/07/2010,New,61+ years,80.0,,Street,24/08/2019,"(-37.80065158045872, 144.91087519864442)",-37.80065158045872,144.91087519864442,316074.79,5814247.01
1746287,Tuckeroo,Cupaniopsis anacardioides,Cupaniopsis,Sapindaceae,,2018.0,30/10/2018,,,,,Street,24/08/2019,"(-37.793127642986065, 144.9168033948504)",-37.79312764298607,144.9168033948504,316578.15,5815093.57
1024574,London Plane,Platanus x acerifolia,Platanus,Platanaceae,47.0,1997.0,18/11/1997,Mature,11-20 years,20.0,,Street,24/08/2019,"(-37.817707022033495, 144.96194429854208)",-37.81770702203349,144.9619442985421,320612.65,5812453.74
1035726,English Elm,Ulmus procera,Ulmus,Ulmaceae,58.0,1998.0,22/10/1998,Mature,11-20 years,20.0,,Park,24/08/2019,"(-37.839508804939044, 144.9819557531238)",-37.839508804939044,144.98195575312383,322426.5,5810072.73
1663333,Wilga,Geijera parviflora,Geijera,Rutaceae,,2017.0,02/05/2017,,,,,Street,24/08/2019,"(-37.79716801462097, 144.91879441273534)",-37.797168014620965,144.91879441273534,316763.46,5814649.13
1511771,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,2012.0,12/07/2012,,,,,Park,24/08/2019,"(-37.79564707968303, 144.9161633163821)",-37.79564707968303,144.9161633163821,316528.02,5814812.74
1015927,Brush Box,Lophostemon confertus,Lophostemon,Myrtaceae,50.0,1997.0,10/03/1997,Mature,21-30 years,30.0,,Street,24/08/2019,"(-37.798437851767865, 144.95333731077173)",-37.79843785176787,144.9533373107717,319808.15,5814575.4
1491988,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,2011.0,15/08/2011,,,,,Street,24/08/2019,"(-37.78188109047951, 144.9422916954093)",-37.78188109047951,144.94229169540932,318795.12,5816391.28
1020157,Elm,Ulmus unknown,Ulmus,Ulmaceae,89.0,1997.0,30/10/1997,Mature,6-10 years (>50% canopy),10.0,,Street,24/08/2019,"(-37.77934274197521, 144.96017076847588)",-37.77934274197521,144.96017076847588,320363.6,5816707.46
1605550,Lightwood Wattle,Acacia implexa,Acacia,Fabaceae,,2015.0,28/10/2015,,,,,Street,24/08/2019,"(-37.802185566465695, 144.93061227466623)",-37.802185566465695,144.93061227466626,317816.39,5814115.46
1053004,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,17.0,1999.0,01/08/1999,Semi-Mature,31-60 years,60.0,,Street,24/08/2019,"(-37.781435066199926, 144.9533012691378)",-37.781435066199926,144.95330126913782,319763.66,5816462.06
1015095,Brush Box,Lophostemon confertus,Lophostemon,Myrtaceae,38.0,1900.0,02/01/2000,Mature,11-20 years,20.0,,Street,24/08/2019,"(-37.80011973856587, 144.9498570101286)",-37.80011973856587,144.9498570101286,319505.8,5814382.05
1525842,Gum,Eucalyptus unknown,Eucalyptus,Myrtaceae,,,,,,,,Park,24/08/2019,"(-37.80239361763306, 144.91331909489017)",-37.80239361763306,144.91331909489017,316294.29,5814058.51
1290114,London Plane,Platanus x acerifolia,Platanus,Platanaceae,56.0,,,Mature,11-20 years,20.0,,Street,24/08/2019,"(-37.790651565338884, 144.93173232715884)",-37.790651565338884,144.93173232715884,317886.68,5815397.53
1285804,Lemon Scented Gum,Corymbia citriodora,Corymbia,Myrtaceae,,2007.0,29/10/2007,,,,,Street,24/08/2019,"(-37.79855094016911, 144.96587181332967)",-37.79855094016911,144.9658718133297,320912.1,5814586.95
1064106,Freeman Maple,Acer x freemanii,Acer,Sapindaceae,6.0,2005.0,20/12/2005,Juvenile,6-10 years (<50% canopy),10.0,,Street,24/08/2019,"(-37.80462351694739, 144.9563931215853)",-37.80462351694739,144.9563931215853,320092.23,5813894.89
1066223,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,20.0,2006.0,20/02/2006,Semi-Mature,61+ years,80.0,,Street,24/08/2019,"(-37.79206963717715, 144.91814711489133)",-37.79206963717715,144.91814711489133,316693.86,5815213.61
1357518,Flame Tree,Brachychiton acerifolius,Brachychiton,Malvaceae,,2008.0,04/12/2008,,,,,Park,24/08/2019,"(-37.777291613448114, 144.95077648355465)",-37.77729161344811,144.95077648355462,319531.22,5816916.97
1064526,Kanooka,Tristaniopsis laurina,Tristaniopsis,Myrtaceae,7.0,2006.0,04/01/2006,Juvenile,31-60 years,60.0,,Street,24/08/2019,"(-37.79422519186127, 144.92410704611433)",-37.79422519186127,144.9241070461143,317224.0,5814986.09
1047916,Bottlebrush,Callistemon unknown,Callistemon,Myrtaceae,,1900.0,02/01/2000,,,,,Park,24/08/2019,"(-37.78925798215493, 144.94875144116298)",-37.78925798215493,144.94875144116295,319382.0,5815585.2
1749106,Flame Tree,Brachychiton acerifolius,Brachychiton,Malvaceae,,2018.0,27/11/2018,,,,,Street,24/08/2019,"(-37.823564620608764, 144.93786589801869)",-37.82356462060877,144.93786589801869,318507.42,5811757.22
1675513,Drooping sheoak,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,,2017.0,13/10/2017,,,,,Park,24/08/2019,"(-37.79273556442901, 144.94844278700913)",-37.79273556442901,144.94844278700913,319363.29,5815198.71
1024175,London Plane,Platanus x acerifolia,Platanus,Platanaceae,,1900.0,01/01/2000,,,,,Street,24/08/2019,"(-37.81771257185673, 144.95633741945508)",-37.81771257185673,144.95633741945508,320119.1,5812442.34
